"ERNv","HostSpecies","VirusType","PathogenSpecies","Virus","HostStageInfected","HostTissueInfected","FieldOrLab","Country","IntermediateHost","CreationDate","ModificationDate","ProvinceA","PathogenValue","Group","HostTaxID","HostGenus","HostFamily","HostOrder","HostClass","PathTaxID","PathGenus","PathFamily","PathOrder","PathClass","PathKingdom"
851,"Tinea translucens","RNA virus","Reoviridae","CPV ",NA,NA,"Field","Japan",NA,1996-01-08,1999-02-12,NA,NA,"Virus",1377499,"Tinea","Tineidae","Lepidoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
852,"Caloptilia theivora","DNA virus","Baculoviridae","GV",NA,NA,"Field","Japan",NA,1996-01-08,1999-02-12,NA,NA,"Virus",914280,"Caloptilia","Gracillariidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
853,"Yponomeuta malinellus","DNA virus","Baculoviridae","NPV",NA,NA,"Field","Japan",NA,1996-01-08,1999-02-12,NA,NA,"Virus",33466,"Yponomeuta","Yponomeutidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
854,"Yponomeuta malinellus","RNA virus","Reoviridae","CPV ",NA,NA,"Field","Japan, China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",33466,"Yponomeuta","Yponomeutidae","Lepidoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
855,"Hellula undalis","DNA virus","Baculoviridae","GV",NA,NA,"Field","Japan",NA,1996-01-08,1999-02-12,NA,NA,"Virus",753185,"Hellula","Crambidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
856,"Pelopidas mathias oberthueri","DNA virus","Baculoviridae","NPV",NA,NA,"Field","Japan",NA,1996-01-08,1999-02-12,NA,NA,"Virus",218750,"Pelopidas","Hesperiidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
857,"Luehdorfia japonica","DNA virus","Baculoviridae","NPV",NA,NA,"Field","Japan",NA,1996-01-08,1999-02-12,NA,NA,"Virus",76208,"Luehdorfia","Papilionidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
858,"Artogeia napi","DNA virus","Baculoviridae","GV",NA,NA,"Field","Japan",NA,1996-01-08,1999-02-12,NA,NA,"Virus",78633,"Pieris","Pieridae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
859,"Artogeia rapae crucivora","DNA virus","Baculoviridae","GV",NA,NA,"Field","Japan",NA,1996-01-08,1999-02-12,NA,NA,"Virus",NA,NA,NA,NA,NA,10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
860,"Artogeia rapae crucivora","DNA virus","Baculoviridae","NPV",NA,NA,"Field","Japan",NA,1996-01-08,1999-02-12,NA,NA,"Virus",NA,NA,NA,NA,NA,10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
861,"Artogeia rapae crucivora","DNA virus","Parvoviridae","DNV ",NA,NA,"Field","Japan",NA,1996-01-08,1999-02-12,NA,NA,"Virus",NA,NA,NA,NA,NA,10780,NA,"Parvoviridae","Piccovirales","Quintoviricetes","Shotokuvirae"
862,"Pontia daplidice","DNA virus","Baculoviridae","GV",NA,NA,"Field","Japan",NA,1996-01-08,1999-02-12,NA,NA,"Virus",441325,"Pontia","Pieridae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
863,"Vanessa cardui","DNA virus","Baculoviridae","NPV",NA,NA,"Field","Japan",NA,1996-01-08,1999-02-12,NA,NA,"Virus",171605,"Vanessa","Nymphalidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
864,"Vanessa cardui","DNA virus","Iridoviridae","IV",NA,NA,"Field","Japan",NA,1996-01-08,1999-02-12,NA,NA,"Virus",171605,"Vanessa","Nymphalidae","Lepidoptera","Insecta",10486,NA,"Iridoviridae","Pimascovirales","Megaviricetes","Bamfordvirae"
865,"Vanessa cardui","RNA virus","Reoviridae","CPV ",NA,NA,"Field","Japan",NA,1996-01-08,1999-02-12,NA,NA,"Virus",171605,"Vanessa","Nymphalidae","Lepidoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
866,"Ectropis obliqua","DNA virus","Baculoviridae","NPV",NA,NA,"Field","Japan, China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",248899,"Ectropis","Geometridae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
867,"Milionia basalis pryeri","RNA virus","Reoviridae","CPV ",NA,NA,"Field","Japan",NA,1996-01-08,1999-02-12,NA,NA,"Virus",NA,NA,NA,NA,NA,10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
868,"Phthonosema tendinosaria","DNA virus","Baculoviridae","NPV",NA,NA,"Field","Japan",NA,1996-01-08,1999-02-12,NA,NA,"Virus",1430627,"Phthonosema","Geometridae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
869,"Protoboarmia simpliciaria","DNA virus","Baculoviridae","NPV",NA,NA,"Field","Japan",NA,1996-01-08,1999-02-12,NA,NA,"Virus",NA,NA,NA,NA,NA,10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
870,"Kunugia undans flaveola","DNA virus","Baculoviridae","NPV",NA,NA,"Field","Japan",NA,1996-01-08,1999-02-12,NA,NA,"Virus",NA,NA,NA,NA,NA,10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
871,"Kunugia undans flaveola","RNA virus","Reoviridae","CPV ",NA,NA,"Field","Japan",NA,1996-01-08,1999-02-12,NA,NA,"Virus",NA,NA,NA,NA,NA,10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
872,"Kunugia yamadai","DNA virus","Baculoviridae","NPV",NA,NA,"Field","Japan",NA,1996-01-08,1999-02-12,NA,NA,"Virus",NA,NA,NA,NA,NA,10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
873,"Kunugia yamadai","RNA virus","Reoviridae","CPV ",NA,NA,"Field","Japan",NA,1996-01-08,1999-02-12,NA,NA,"Virus",NA,NA,NA,NA,NA,10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
874,"Caligula japonica japonica","DNA virus","Baculoviridae","NPV",NA,NA,"Field","Japan",NA,1996-01-08,1999-02-12,NA,NA,"Virus",NA,NA,NA,NA,NA,10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
875,"Caligula japonica japonica","DNA virus","Iridoviridae","IV",NA,NA,"Field","Japan",NA,1996-01-08,1999-02-12,NA,NA,"Virus",NA,NA,NA,NA,NA,10486,NA,"Iridoviridae","Pimascovirales","Megaviricetes","Bamfordvirae"
876,"Caligula japonica japonica","RNA virus","Reoviridae","CPV ",NA,NA,"Field","Japan",NA,1996-01-08,1999-02-12,NA,NA,"Virus",NA,NA,NA,NA,NA,10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
877,"Ampelophaga rubiginosa","DNA virus","Baculoviridae","NPV",NA,NA,"Field","Japan, China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",512393,"Ampelophaga","Sphingidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
878,"Clanis bilineata tsingtauica","DNA virus","Baculoviridae","NPV",NA,NA,"Field","Japan, China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",NA,NA,NA,NA,NA,10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
879,"Hyles gallii","DNA virus","Baculoviridae","NPV",NA,NA,"Field","Japan",NA,1996-01-08,1999-02-12,NA,NA,"Virus",283843,"Hyles","Sphingidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
880,"Clostera anachoreta","DNA virus","Baculoviridae","GV",NA,NA,"Field","Japan",NA,1996-01-08,1999-02-12,NA,NA,"Virus",499538,"Clostera","Notodontidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
881,"Clostera anachoreta","DNA virus","Iridoviridae","IV",NA,NA,"Field","Japan",NA,1996-01-08,1999-02-12,NA,NA,"Virus",499538,"Clostera","Notodontidae","Lepidoptera","Insecta",10486,NA,"Iridoviridae","Pimascovirales","Megaviricetes","Bamfordvirae"
882,"Clostera inclusa","DNA virus","Baculoviridae","NPV",NA,NA,"Field","Japan",NA,1996-01-08,1999-02-12,NA,NA,"Virus",1496458,"Clostera","Notodontidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
883,"Clostera inclusa","DNA virus","Baculoviridae","GV",NA,NA,"Field","Japan",NA,1996-01-08,1999-02-12,NA,NA,"Virus",1496458,"Clostera","Notodontidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
884,"Clostera inclusa","RNA virus","Reoviridae","CPV ",NA,NA,"Field","Japan",NA,1996-01-08,1999-02-12,NA,NA,"Virus",1496458,"Clostera","Notodontidae","Lepidoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
885,"Calliteara argentata","DNA virus","Baculoviridae","NPV",NA,NA,"Field","Japan",NA,1996-01-08,1999-02-12,NA,NA,"Virus",NA,NA,NA,NA,NA,10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
886,"Cifuna locuples confusa","DNA virus","Baculoviridae","NPV",NA,NA,"Field","Japan",NA,1996-01-08,1999-02-12,NA,NA,"Virus",NA,NA,NA,NA,NA,10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
887,"Thanatarctia imparilis","DNA virus","Baculoviridae","NPV",NA,NA,"Field","Japan",NA,1996-01-08,1999-02-12,NA,NA,"Virus",NA,NA,NA,NA,NA,10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
888,"Thanatarctia imparilis","RNA virus","Reoviridae","CPV ",NA,NA,"Field","Japan",NA,1996-01-08,1999-02-12,NA,NA,"Virus",NA,NA,NA,NA,NA,10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
889,"Thanatarctia inaequalis","DNA virus","Baculoviridae","NPV",NA,NA,"Field","Japan",NA,1996-01-08,1999-02-12,NA,NA,"Virus",NA,NA,NA,NA,NA,10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
890,"Mythimna loreyi","DNA virus","Baculoviridae","NPV",NA,NA,"Field","Japan",NA,1996-01-08,1999-02-12,NA,NA,"Virus",667449,"Mythimna","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
891,"Acanthoplusia agnata","DNA virus","Baculoviridae","NPV",NA,NA,"Field","Japan",NA,1996-01-08,1999-02-12,NA,NA,"Virus",NA,NA,NA,NA,NA,10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
892,"Periplaneta fuliginosa","DNA virus","Parvoviridae","Periplaneta fuliginosa DNV",NA,NA,"Field","Japan",NA,1996-01-08,1999-02-12,NA,NA,"Virus",36977,"Periplaneta","Blattidae","Blattodea","Insecta",10780,NA,"Parvoviridae","Piccovirales","Quintoviricetes","Shotokuvirae"
893,"Nilaparvata lugens","RNA virus","Reoviridae","Retrovirus (RTV)",NA,NA,"Field","Japan",NA,1996-01-08,1999-02-12,NA,NA,"Virus",108931,"Nilaparvata","Delphacidae","Hemiptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
1641,"Oryctes rhinoceros","DNA virus","Baculoviridae","Oryctes nonoccluded virus","Larva;Adult","Fat body, midgut epithelium","Field","Japan",NA,1996-01-08,1999-02-12,NA,NA,"Virus",72550,"Oryctes","Scarabaeidae","Coleoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
894,"Acidalia caritccaria","DNA virus","Baculoviridae","NPV",NA,NA,"Field","China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",NA,NA,NA,NA,NA,10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
895,"Actias artemis ","DNA virus","Baculoviridae","NPV",NA,NA,"Field","China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",37775,"Actias","Saturniidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
896,"Actias selene ningpoana","DNA virus","Baculoviridae","NPV",NA,NA,"Field","China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",37776,"Actias","Saturniidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
897,"Alphaea phasma","DNA virus","Baculoviridae","NPV",NA,NA,"Field","China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",NA,NA,NA,NA,NA,10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
898,"Amata germana","DNA virus","Baculoviridae","NPV",NA,NA,"Field","China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",NA,NA,NA,NA,NA,10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
899,"Anisolemnia dilatata","DNA virus","Baculoviridae","NPV",NA,NA,"Field","China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",511882,"Megalocaria","Coccinellidae","Coleoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
900,"Apocheima cinerarius","DNA virus","Baculoviridae","NPV",NA,NA,"Field","China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",706528,"Apocheima","Geometridae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
901,"Arctornis alba","DNA virus","Baculoviridae","NPV",NA,NA,"Field","China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",NA,NA,NA,NA,NA,10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
902,"Argyrogramma agnata","DNA virus","Baculoviridae","NPV",NA,NA,"Field","China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",254370,"Ctenoplusia","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
903,"Pyrosis undulosa","DNA virus","Baculoviridae","NPV",NA,NA,"Field","China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",NA,NA,NA,NA,NA,10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
904,"Buzura suppressaria","DNA virus","Baculoviridae","NPV",NA,NA,"Field","China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",1049282,"Biston","Geometridae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
905,"Buzura thibetaria","DNA virus","Baculoviridae","NPV",NA,NA,"Field","China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",NA,NA,NA,NA,NA,10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
906,"Cifuna locuples","DNA virus","Baculoviridae","NPV",NA,NA,"Field","China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",1418783,"Cifuna","Erebidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
907,"Cifuna sp. ","DNA virus","Baculoviridae","NPV",NA,NA,"Field","China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",1418782,"Cifuna","Erebidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
908,"Eumeta minuscula","DNA virus","Baculoviridae","NPV",NA,NA,"Field","China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",1765101,"Eumeta","Psychidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
909,"Eumeta variegata","DNA virus","Baculoviridae","NPV",NA,NA,"Field","China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",1368026,"Clania","Psychidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
910,"Creatonotus transiens","DNA virus","Baculoviridae","NPV",NA,NA,"Field","China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",13021,"Creatonotos","Erebidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
911,"Culcula panterinaria","DNA virus","Baculoviridae","NPV",NA,NA,"Field","China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",1229185,"Biston","Geometridae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
912,"Kunugia undans","DNA virus","Baculoviridae","NPV",NA,NA,"Field","China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",1906388,"Kunugia","Lasiocampidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
913,"Cyclophragma undans fasciatella","DNA virus","Baculoviridae","NPV",NA,NA,"Field","China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",NA,NA,NA,NA,NA,10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
914,"Calliteara axutha","DNA virus","Baculoviridae","NPV",NA,NA,"Field","China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",NA,NA,NA,NA,NA,10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
915,"Dasychira baibarana","DNA virus","Baculoviridae","NPV",NA,NA,"Field","China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",NA,NA,NA,NA,NA,10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
916,"Dasychira glaucinoptera","DNA virus","Baculoviridae","NPV",NA,NA,"Field","China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",NA,NA,NA,NA,NA,10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
917,"Calliteara pudibunda","DNA virus","Baculoviridae","NPV",NA,NA,"Field","China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",875926,"Calliteara","Erebidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
918,"Deileptenia ribeata","DNA virus","Baculoviridae","NPV",NA,NA,"Field","China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",722669,"Deileptenia","Geometridae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
919,"Dendrolimus kikuchii","DNA virus","Baculoviridae","NPV",NA,NA,"Field","China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",765133,"Dendrolimus","Lasiocampidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
920,"Dendrolimus latipennis","DNA virus","Baculoviridae","NPV",NA,NA,"Field","China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",NA,NA,NA,NA,NA,10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
921,"Dendrolimus punctatus","DNA virus","Baculoviridae","NPV",NA,NA,"Field","China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",238572,"Dendrolimus","Lasiocampidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
922,"Dendrolimus punctatus tehchangensis","DNA virus","Baculoviridae","NPV",NA,NA,"Field","China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",238572,"Dendrolimus","Lasiocampidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
923,"Diprion liuwanenis","DNA virus","Baculoviridae","NPV",NA,NA,"Field","China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",NA,NA,NA,NA,NA,10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
924,"Erannis ankeraria","DNA virus","Baculoviridae","NPV",NA,NA,"Field","China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",722663,"Erannis","Geometridae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
925,"Eriogyna pyretorum","DNA virus","Baculoviridae","NPV",NA,NA,"Field","China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",364026,"Eriogyna","Saturniidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
926,"Euproctis bipunctapex","DNA virus","Baculoviridae","NPV",NA,NA,"Field","China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",1706469,"Arna","Erebidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
927,"Euproctis kargalika","DNA virus","Baculoviridae","NPV",NA,NA,"Field","China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",1706455,"Euproctis","Erebidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
928,"Euproctis varians","DNA virus","Baculoviridae","NPV",NA,NA,"Field","China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",2249549,"Euproctis","Erebidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
929,"Euproctis vitellina","DNA virus","Baculoviridae","NPV",NA,NA,"Field","China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",2163880,"Euproctis","Erebidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
930,"Gastropacha quercifolia","DNA virus","Baculoviridae","NPV",NA,NA,"Field","China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",1502188,"Gastropacha","Lasiocampidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
931,"Gynaephora ruoergensis","DNA virus","Baculoviridae","NPV",NA,NA,"Field","China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",1565377,"Gynaephora","Erebidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
932,"Hyphorma minax","DNA virus","Baculoviridae","NPV",NA,NA,"Field","China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",1939682,"Hyphorma","Limacodidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
933,"Iragoides fasciata","DNA virus","Baculoviridae","NPV",NA,NA,"Field","China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",571204,"Iragoides","Limacodidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
934,"Leucoma ochropoda","DNA virus","Baculoviridae","NPV",NA,NA,"Field","China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",NA,NA,NA,NA,NA,10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
935,"Jankowskia athleta","DNA virus","Baculoviridae","NPV",NA,NA,"Field","China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",1502334,"Jankowskia","Geometridae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
936,"Lebeda nobilis","DNA virus","Baculoviridae","NPV",NA,NA,NA,"China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",1502199,"Lebeda","Lasiocampidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
937,"Lymantria mathura ","DNA virus","Baculoviridae","NPV",NA,NA,"Field","China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",335468,"Lymantria","Erebidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
938,"Lymantria viola ","DNA virus","Baculoviridae","NPV",NA,NA,"Field","China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",NA,NA,NA,NA,NA,10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
939,"Lymantria xylina ","DNA virus","Baculoviridae","NPV",NA,NA,"Field","China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",78901,"Lymantria","Erebidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
940,"Mahasena oolona","DNA virus","Baculoviridae","NPV",NA,NA,NA,"China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",2024751,"Mahasena","Psychidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
941,"Mesoneura rufonota","DNA virus","Baculoviridae","NPV",NA,NA,NA,"China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",1384683,"Moricella","Tenthredinidae","Hymenoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
942,"Calliteara axutha","RNA virus","Reoviridae","CPV",NA,NA,"Field","China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",NA,NA,NA,NA,NA,10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
943,"Dendrolimus punctatus wenshanensis","RNA virus","Reoviridae","CPV",NA,NA,"Field","China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",238572,"Dendrolimus","Lasiocampidae","Lepidoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
944,"Dendrolimus tehchangensis","RNA virus","Reoviridae","CPV",NA,NA,"Field","China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",NA,NA,NA,NA,NA,10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
945,"Dendrolimus tabulaeformis","RNA virus","Reoviridae","CPV",NA,NA,"Field","China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",416556,"Dendrolimus","Lasiocampidae","Lepidoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
946,"Micromelalopha troglodyta","RNA virus","Reoviridae","CPV",NA,NA,"Field","China",NA,1996-01-08,1999-02-12,NA,NA,"Virus",660574,"Micromelalopha","Notodontidae","Lepidoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
